TERRITORIO,TERRITORIO_CODE,TIME_PERIOD,TIME_PERIOD_CODE,SEXO,SEXO_CODE,SECTOR_EJECUCION,SECTOR_EJECUCION_CODE,MEDIDAS,MEDIDAS_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION,CONFIDENCIALIDAD_OBSERVACION_CODE,ESTADO_OBSERVACION,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION
Castilla - La Mancha,ES42,2017,2017,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,659.3,,,,,
Castilla - La Mancha,ES42,2018,2018,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Castilla - La Mancha,ES42,2019,2019,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,672.7,,,,,
Castilla - La Mancha,ES42,2020,2020,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,733.4,,,,,
Extremadura,ES43,2007,2007,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,697.1,,,,,
Extremadura,ES43,2008,2008,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,767.0,,,,,
Extremadura,ES43,2009,2009,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,773.6,,,,,
Extremadura,ES43,2010,2010,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,780.2,,,,,
Extremadura,ES43,2011,2011,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,716.0,,,,,
Extremadura,ES43,2012,2012,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Extremadura,ES43,2013,2013,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,653.5,,,,,
Extremadura,ES43,2014,2014,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,637.1,,,,,
Extremadura,ES43,2015,2015,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,602.6,,,,,
Extremadura,ES43,2016,2016,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Extremadura,ES43,2017,2017,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Extremadura,ES43,2018,2018,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Extremadura,ES43,2019,2019,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Extremadura,ES43,2020,2020,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Cataluña,ES51,2007,2007,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7444.7,,,,,
Cataluña,ES51,2008,2008,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7475.0,,,,,
Cataluña,ES51,2009,2009,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7940.9,,,,,
Cataluña,ES51,2010,2010,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7992.0,,,,,
Cataluña,ES51,2011,2011,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7688.5,,,,,
Cataluña,ES51,2012,2012,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7519.7,,,,,
Cataluña,ES51,2013,2013,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7433.9,,,,,
Cataluña,ES51,2014,2014,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7218.9,,,,,
Cataluña,ES51,2015,2015,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7279.3,,,,,
Cataluña,ES51,2016,2016,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7453.6,,,,,
Cataluña,ES51,2017,2017,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,7811.0,,,,,
Cataluña,ES51,2018,2018,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8060.7,,,,,
Cataluña,ES51,2019,2019,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8092.0,,,,,
Cataluña,ES51,2020,2020,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8178.9,,,,,
Comunidad Valenciana,ES52,2007,2007,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5135.4,,,,,
Comunidad Valenciana,ES52,2008,2008,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5195.5,,,,,
Comunidad Valenciana,ES52,2009,2009,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5395.1,,,,,
Comunidad Valenciana,ES52,2010,2010,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5423.5,,,,,
Comunidad Valenciana,ES52,2011,2011,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5583.4,,,,,
Comunidad Valenciana,ES52,2012,2012,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5292.8,,,,,
Comunidad Valenciana,ES52,2013,2013,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5262.4,,,,,
Comunidad Valenciana,ES52,2014,2014,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5407.5,,,,,
Comunidad Valenciana,ES52,2015,2015,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5003.7,,,,,
Comunidad Valenciana,ES52,2016,2016,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5092.6,,,,,
Comunidad Valenciana,ES52,2017,2017,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5225.9,,,,,
Comunidad Valenciana,ES52,2018,2018,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5002.5,,,,,
Comunidad Valenciana,ES52,2019,2019,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5212.3,,,,,
Comunidad Valenciana,ES52,2020,2020,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5323.1,,,,,
Illes Balears / Islas Baleares,ES53,2007,2007,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,411.6,,,,,
Illes Balears / Islas Baleares,ES53,2008,2008,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,453.0,,,,,
Illes Balears / Islas Baleares,ES53,2009,2009,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,516.6,,,,,
Illes Balears / Islas Baleares,ES53,2010,2010,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,599.4,,,,,
Illes Balears / Islas Baleares,ES53,2011,2011,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,622.1,,,,,
Illes Balears / Islas Baleares,ES53,2012,2012,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,614.3,,,,,
Illes Balears / Islas Baleares,ES53,2013,2013,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,615.4,,,,,
Illes Balears / Islas Baleares,ES53,2014,2014,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,651.1,,,,,
Illes Balears / Islas Baleares,ES53,2015,2015,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,574.3,,,,,
Illes Balears / Islas Baleares,ES53,2016,2016,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,617.0,,,,,
Illes Balears / Islas Baleares,ES53,2017,2017,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,715.1,,,,,
Illes Balears / Islas Baleares,ES53,2018,2018,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,803.6,,,,,
Illes Balears / Islas Baleares,ES53,2019,2019,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Illes Balears / Islas Baleares,ES53,2020,2020,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Andalucía,ES61,2007,2007,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6204.5,,,,,
Andalucía,ES61,2008,2008,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6327.2,,,,,
Andalucía,ES61,2009,2009,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6531.0,,,,,
Andalucía,ES61,2010,2010,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6841.3,,,,,
Andalucía,ES61,2011,2011,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6797.0,,,,,
Andalucía,ES61,2012,2012,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6627.0,,,,,
Andalucía,ES61,2013,2013,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6226.7,,,,,
Andalucía,ES61,2014,2014,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5930.5,,,,,
Andalucía,ES61,2015,2015,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6001.5,,,,,
Andalucía,ES61,2016,2016,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,5767.8,,,,,
Andalucía,ES61,2017,2017,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6407.9,,,,,
Andalucía,ES61,2018,2018,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6408.3,,,,,
Andalucía,ES61,2019,2019,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6571.6,,,,,
Andalucía,ES61,2020,2020,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,6888.1,,,,,
Región de Murcia,ES62,2007,2007,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2095.2,,,,,
Región de Murcia,ES62,2008,2008,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2188.6,,,,,
Región de Murcia,ES62,2009,2009,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2161.0,,,,,
Región de Murcia,ES62,2010,2010,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2115.6,,,,,
Región de Murcia,ES62,2011,2011,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2076.8,,,,,
Región de Murcia,ES62,2012,2012,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1924.1,,,,,
Región de Murcia,ES62,2013,2013,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1888.3,,,,,
Región de Murcia,ES62,2014,2014,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1878.6,,,,,
Región de Murcia,ES62,2015,2015,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1937.8,,,,,
Región de Murcia,ES62,2016,2016,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2002.2,,,,,
Región de Murcia,ES62,2017,2017,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Región de Murcia,ES62,2018,2018,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1945.7,,,,,
Región de Murcia,ES62,2019,2019,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,1968.1,,,,,
Región de Murcia,ES62,2020,2020,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,2010.2,,,,,
Ciudad Autónoma de Ceuta,ES63,2007,2007,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,13.4,,,,,
Ciudad Autónoma de Ceuta,ES63,2008,2008,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,22.8,,,,,
Ciudad Autónoma de Ceuta,ES63,2009,2009,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,,,Valor no disponible,O,
Ciudad Autónoma de Ceuta,ES63,2010,2010,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8.0,,,,,
Ciudad Autónoma de Ceuta,ES63,2011,2011,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8.3,,,,,
Ciudad Autónoma de Ceuta,ES63,2012,2012,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Ceuta,ES63,2013,2013,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Ceuta,ES63,2014,2014,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Ceuta,ES63,2015,2015,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Ceuta,ES63,2016,2016,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Ceuta,ES63,2017,2017,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Ceuta,ES63,2018,2018,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Ceuta,ES63,2019,2019,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Ceuta,ES63,2020,2020,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Melilla,ES64,2007,2007,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,16.6,,,,,
Ciudad Autónoma de Melilla,ES64,2008,2008,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,21.1,,,,,
Ciudad Autónoma de Melilla,ES64,2009,2009,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,,,Valor no disponible,O,
Ciudad Autónoma de Melilla,ES64,2010,2010,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,10.0,,,,,
Ciudad Autónoma de Melilla,ES64,2011,2011,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,8.6,,,,,
Ciudad Autónoma de Melilla,ES64,2012,2012,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Melilla,ES64,2013,2013,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Melilla,ES64,2014,2014,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Melilla,ES64,2015,2015,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Melilla,ES64,2016,2016,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Melilla,ES64,2017,2017,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Melilla,ES64,2018,2018,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Melilla,ES64,2019,2019,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
Ciudad Autónoma de Melilla,ES64,2020,2020,Hombres,M,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,,Información estadística confidencial,C,,,
España,ES,2007,2007,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,210.4,,,,,
España,ES,2008,2008,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,209.9,,,,,
España,ES,2009,2009,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,232.7,,,,,
España,ES,2010,2010,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,229.1,,,,,
España,ES,2011,2011,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,199.0,,,,,
España,ES,2012,2012,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,203.3,,,,,
España,ES,2013,2013,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,172.4,,,,,
España,ES,2014,2014,Hombres,M,Instituciones Privadas sin Fines de Lucro (IPSFL),IPSFL,"Personal empleado en actividades de I+D, en equivalencia a jornada completa (EJC)",PERSONAL_EJC,174.8,,,,,
